imdbID,Title,Year,Genre,Director,Language,Country,Poster,imdbRating,BoxOffice
tt0237572,The Pledge,2001,"Crime, Drama, Mystery",Sean Penn,English,"United States, Canada",https://m.media-amazon.com/images/M/MV5BNTJjNTMyOGUtOTE2Ni00MGZhLWI5OGEtNWQ3MzQ2NGIzYTJiXkEyXkFqcGde,6.8,"$19,733,089"
tt0237865,Twilight: Los Angeles,2000,Drama,Marc Levin,English,United States,https://m.media-amazon.com/images/M/MV5BMjE5MjQ2MDk2MV5BMl5BanBnXkFtZTcwNjc4MTYxMQ@@._V1_SX300.jpg,7.6,"$10,688"
tt0237993,101 Reykjavík,2000,"Comedy, Romance",Baltasar Kormákur,"Icelandic, English, Spanish","Iceland, Denmark, France, Norway, Germany",https://m.media-amazon.com/images/M/MV5BMTIyNTEzMDE4N15BMl5BanBnXkFtZTYwMTk1NDk5._V1_SX300.jpg,6.8,"$126,404"
tt0237994,15 février 1839,2001,"Drama, History",Pierre Falardeau,"French, English, Latin",Canada,https://m.media-amazon.com/images/M/MV5BMGI2Y2NjNDItMDJhOC00ZWUxLTkyYzMtZTc3NDBhMzg2MWNiXkEyXkFqcGde,7.2,"$43,595"
tt0238015,All Access: Front Row. Backstage. Live!,2001,"Documentary, Music",Martyn Atkins,English,USA,https://m.media-amazon.com/images/M/MV5BNjU1NzM5MjI4M15BMl5BanBnXkFtZTYwNjIxODc5._V1_SX300.jpg,8.2,"$992,683"
tt0238066,Bounce: Behind the Velvet Rope,2000,Documentary,Steven Cantor,English,United States,https://m.media-amazon.com/images/M/MV5BMTg4NDc2OTQ4OF5BMl5BanBnXkFtZTcwMTM1MTEyMQ@@._V1_SX300.jpg,6.6,"$8,779"
tt0238112,Captain Corelli's Mandolin,2001,"Drama, Music, Romance",John Madden,"English, Greek, German, Italian","United Kingdom, France, United States",https://m.media-amazon.com/images/M/MV5BNzc0MmRmZDAtZWRjYi00ODM3LTllZDEtNjljMjNiMzgxZDcyXkEyXkFqcGde,5.9,"$25,543,895"
tt0238247,God's Army,2000,Drama,Richard Dutcher,English,United States,https://m.media-amazon.com/images/M/MV5BYWIxOTQ2MDgtZWMyMC00YTA3LWIyODktMmRjYzZhZjQ4MzE5XkEyXkFqcGde,6.4,"$2,637,726"
tt0238321,Ivans xtc.,2000,Drama,Bernard Rose,English,"United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BNDE4MTA2YjctZTFhZS00YWU2LThmNjUtMWZiYWVjMWViMGMwXkEyXkFqcGde,6.5,"$47,027"
tt0238380,Equilibrium,2002,"Action, Drama, Sci-Fi",Kurt Wimmer,English,United States,https://m.media-amazon.com/images/M/MV5BMTkzMzA1OTI3N15BMl5BanBnXkFtZTYwMzUyMDg5._V1_SX300.jpg,7.4,"$1,203,794"
tt0238546,Queen of the Damned,2002,"Drama, Fantasy, Horror",Michael Rymer,English,"United States, Australia",https://m.media-amazon.com/images/M/MV5BMTYxNDEyMzEzMV5BMl5BanBnXkFtZTYwMDM1NjA3._V1_SX300.jpg,5.3,"$30,336,800"
tt0238588,Shadow Magic,2000,"Drama, History, Romance",Ann Hu,"English, Mandarin","China, Germany, Taiwan, United States",https://m.media-amazon.com/images/M/MV5BMTQ0MTI4NTgxMF5BMl5BanBnXkFtZTcwNTI1MjgyMQ@@._V1_SX300.jpg,6.9,"$149,258"
tt0238639,Superstar Female Serial Killer,2000,N/A,Chris Morrissey,English,United States,https://m.media-amazon.com/images/M/MV5BMjNlN2Y3ZTYtODNjMC00YmNiLWFlYzktYzhkYTJhYzMwMTJhXkEyXkFqcGde,8.0,$954
tt0238924,The Dangerous Lives of Altar Boys,2002,"Comedy, Drama",Peter Care,English,United States,https://m.media-amazon.com/images/M/MV5BOTFiNzczYWUtNTVjNS00OTZlLTk1ZTktOTg0YmY4OWM0YjZlXkEyXkFqcGde,7.0,"$1,815,864"
tt0238936,Devdas,2002,"Drama, Musical, Romance",Sanjay Leela Bhansali,Hindi,India,https://m.media-amazon.com/images/M/MV5BY2QxMGM4Y2QtMGFmMy00ZjZkLWExMWQtNTY1Yjc0MDFjZjY0XkEyXkFqcGde,7.6,"$2,745,382"
tt0238948,Double Take,2001,"Action, Comedy, Crime",George Gallo,"English, Spanish",United States,https://m.media-amazon.com/images/M/MV5BYTkwMTZmNmEtYzc0NS00MWVjLThjOGYtZmFlZDE4MzY3YzRkXkEyXkFqcGde,5.4,"$29,831,583"
tt0239234,The Lady and the Duke,2001,"Drama, History, Romance",Éric Rohmer,French,"France, Germany",https://m.media-amazon.com/images/M/MV5BNmU0Y2VhNjEtMmIxMS00MzBiLTkwOTQtZWIxZWZkZDBiMTJlXkEyXkFqcGde,6.9,"$331,051"
tt0239381,O Fantasma,2000,Drama,João Pedro Rodrigues,Portuguese,Portugal,https://m.media-amazon.com/images/M/MV5BZjE1NzA2MDgtMmYxZi00ZTAwLWFkYmYtOWJhOGEwOGMwNGI1XkEyXkFqcGde,5.8,"$126,783"
tt0239395,Cats & Dogs,2001,"Action, Comedy, Family",Lawrence Guterman,English,"United States, Australia",https://m.media-amazon.com/images/M/MV5BY2JmMDJlMmEtYTk4OS00YWQ5LTk2NzMtM2M3NzhkMjI4MGJkL2ltYWdlL2lt,5.1,"$93,385,515"
tt0239507,Les filles ne savent pas nager,2000,"Comedy, Drama",Anne-Sophie Birot,French,France,https://m.media-amazon.com/images/M/MV5BMTk3MDIyMTcwNV5BMl5BanBnXkFtZTcwMDU0MDYyMQ@@._V1_SX300.jpg,5.9,"$69,250"
tt0239948,Saving Silverman,2001,"Comedy, Crime, Romance",Dennis Dugan,"English, Thai","United States, Australia",https://m.media-amazon.com/images/M/MV5BYzhlY2MwZTUtOGMxNS00ZDA2LTliN2UtZDdmNmUyNWM2YzE0XkEyXkFqcGde,5.9,"$19,402,030"
tt0239949,Say It Isn't So,2001,"Comedy, Romance",J.B. Rogers,English,United States,https://m.media-amazon.com/images/M/MV5BNzU5YTE4ZWEtNzdkNi00M2Q5LWJjM2UtOTFmMDg0NjBlMTRkXkEyXkFqcGde,5.0,"$5,520,393"
tt0239986,Sidewalks of New York,2001,"Comedy, Romance",Edward Burns,English,United States,https://m.media-amazon.com/images/M/MV5BNDA5ZjllMDMtZGZlMS00MGM4LTlhYjQtZGJkZTBmOWRhN2ZhXkEyXkFqcGde,6.4,"$2,402,652"
tt0240122,Tosca,2001,"Musical, Drama",Benoît Jacquot,Italian,"Italy, France, United Kingdom, Germany",https://m.media-amazon.com/images/M/MV5BNWQ2MzljMTYtMDFhNC00MjBiLWE4MWEtZWQ4MDM5ZWFiMTcwXkEyXkFqcGde,7.2,"$69,613"
tt0240149,The Girl from Paris,2001,"Comedy, Drama",Christian Carion,French,France,https://m.media-amazon.com/images/M/MV5BYmNjOWY3ZmUtMjAwZC00OTBkLTg5ODctMjIyYTE3MGNmMGQzXkEyXkFqcGde,6.7,"$183,266"
tt0240200,Water,2005,Drama,Deepa Mehta,"Hindi, Sanskrit","Canada, India",https://m.media-amazon.com/images/M/MV5BZmQ4ODNjNjctYzkxYS00N2MzLWE0ZTctOGVkYzM2NjRmZDMyXkEyXkFqcGde,7.7,"$5,529,144"
tt0240402,The Center of the World,2001,"Drama, Romance",Wayne Wang,English,United States,https://m.media-amazon.com/images/M/MV5BYTdkZTBjZmItNzYyMS00ZjhiLWJhN2EtZGZlOGJmZDRiNzg0XkEyXkFqcGde,5.8,"$1,101,344"
tt0240462,Dr. Dolittle 2,2001,"Comedy, Family, Fantasy",Steve Carr,English,United States,https://m.media-amazon.com/images/M/MV5BYTZhMWZkYjgtNjE5MS00OWY4LWFmMWQtMDc4M2RlMjg4Y2NhXkEyXkFqcGde,4.7,"$112,952,899"
tt0240468,Kung Pow: Enter the Fist,2002,"Action, Comedy",Steve Oedekerk,English,"United States, Hong Kong, Mexico, Taiwan",https://m.media-amazon.com/images/M/MV5BMGQxZDEwZDctMjNkMi00YmIxLTgyN2MtYmJhYjEzZGY0NjljXkEyXkFqcGde,6.2,"$16,037,962"
tt0240510,The Four Feathers,2002,"Action, Adventure, Drama",Shekhar Kapur,English,"United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BMTYzOTMxNzg0MV5BMl5BanBnXkFtZTYwMjQwMDQ3._V1_SX300.jpg,6.5,"$18,306,166"
tt0240515,Freddy Got Fingered,2001,Comedy,Tom Green,English,United States,https://m.media-amazon.com/images/M/MV5BN2Q5YjBkZGEtMmJkZC00NzFkLTliZTYtNmQ2OTk1ODdiODdiXkEyXkFqcGde,4.6,"$14,254,993"
tt0240772,Ocean's Eleven,2001,"Crime, Thriller",Steven Soderbergh,"English, Italian, Cantonese",United States,https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGde,7.7,"$183,417,150"
tt0240885,Scottsboro: An American Tragedy,2000,"Documentary, History","Barak Goodman, Daniel Anker",English,United States,https://m.media-amazon.com/images/M/MV5BMTI3ODQ4MDYwN15BMl5BanBnXkFtZTcwNDE3OTMyMQ@@._V1_SX300.jpg,7.3,"$6,123"
tt0240890,Serendipity,2001,"Comedy, Romance",Peter Chelsom,"English, French","United States, Canada",https://m.media-amazon.com/images/M/MV5BNWFhZTc4NDEtNDA0MS00NmFiLWFlNzUtMDM0NTExNjc3NzZhXkEyXkFqcGde,6.9,"$50,294,317"
tt0240900,Slackers,2002,"Comedy, Romance",Dewey Nicks,English,"Canada, United States",https://m.media-amazon.com/images/M/MV5BNWVjNjQ0NGQtNzBhYy00MzU2LTg3ZGYtZDAxYzE5N2Q3MzE0XkEyXkFqcGde,5.4,"$5,285,941"
tt0240912,Sound and Fury,2000,Documentary,Josh Aronson,"English, American Sign ","United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BMTkxNTUzMTA5N15BMl5BanBnXkFtZTcwMDM0NjIyMQ@@._V1_SX300.jpg,7.9,"$114,882"
tt0240913,Under the Sand,2000,"Drama, Mystery",François Ozon,"French, English","France, Japan",https://m.media-amazon.com/images/M/MV5BYzM0ZDJhMjAtMWQ0MS00NTQwLWIyZjctYWZiYzRlODM4YTNiXkEyXkFqcGde,7.1,"$1,452,698"
tt0240980,Till Human Voices Wake Us,2002,"Drama, Romance",Michael Petroni,English,Australia,https://m.media-amazon.com/images/M/MV5BMTk1MzUxODk2OF5BMl5BanBnXkFtZTcwNTY3MTQyMQ@@._V1_SX300.jpg,6.4,"$120,601"
tt0241025,Vanity Fair,2004,Drama,Mira Nair,"English, French, German","United States, United Kingdom, India",https://m.media-amazon.com/images/M/MV5BMTU4OTkwNDY2OV5BMl5BanBnXkFtZTcwNDIwMzAzMw@@._V1_SX300.jpg,6.2,"$16,136,476"
tt0241223,The Bank,2001,"Drama, Romance, Thriller",Robert Connolly,"English, Japanese",Australia,https://m.media-amazon.com/images/M/MV5BMTkwMjU4NTM3Ml5BMl5BanBnXkFtZTcwODU4NDEzMQ@@._V1_SX300.jpg,6.6,"$88,414"
tt0241303,Chocolat,2000,"Drama, Romance",Lasse Hallström,"English, French","United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BYWYwMjMxZWQtMzQ3OS00YWNhLThkNDItYTk4NDdhZDE4ZTEzXkEyXkFqcGde,7.2,"$71,509,363"
tt0241527,Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",Chris Columbus,"English, Latin","United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BNjQ3NWNlNmQtMTE5ZS00MDdmLTlkZjUtZTBlM2UxMGFiMTU3XkEyXkFqcGde,7.6,"$318,087,620"
tt0241760,The New Guy,2002,Comedy,Ed Decter,English,United States,https://m.media-amazon.com/images/M/MV5BMzg4MDljNzYtNjNmNC00OThkLWIzMGEtZDc2Y2Y4MWZkNTc5XkEyXkFqcGde,5.9,"$29,760,152"
tt0242193,Bully,2001,"Biography, Crime, Drama",Larry Clark,English,"United States, France, United Kingdom",https://m.media-amazon.com/images/M/MV5BYzRkNGQ0OTEtMmNiNS00NmY3LWEyODAtNjk2Mzc2YTRiZDMyXkEyXkFqcGde,6.9,"$480,811"
tt0242252,The Affair of the Necklace,2001,"Drama, History, Romance",Charles Shyer,English,United States,https://m.media-amazon.com/images/M/MV5BMTcxMzkxOTUxOV5BMl5BanBnXkFtZTcwMjkzMTQyMQ@@._V1_SX300.jpg,6.1,"$471,210"
tt0242423,"Dude, Where's My Car?",2000,"Comedy, Mystery, Sci-Fi",Danny Leiner,"English, Japanese, French",United States,https://m.media-amazon.com/images/M/MV5BNzRmN2NjNzktOWE1My00NjVlLWFhNjYtZmFkMzM5YTA2ZTFlXkEyXkFqcGde,5.5,"$46,729,800"
tt0242445,Exit Wounds,2001,"Action, Crime, Thriller",Andrzej Bartkowiak,English,"United States, Canada",https://m.media-amazon.com/images/M/MV5BMTMxNTQ5MjIwOF5BMl5BanBnXkFtZTYwNDMzODc3._V1_SX300.jpg,5.6,"$51,758,599"
tt0242508,Harvard Man,2001,"Comedy, Crime, Drama",James Toback,English,United States,https://m.media-amazon.com/images/M/MV5BMzNlYWYyYTMtMzE2Yy00YWM0LWJhOTctZjFjNTM4MWZmYjc1XkEyXkFqcGde,4.8,"$56,653"
tt0242587,L.I.E.,2001,"Crime, Drama",Michael Cuesta,English,United States,https://m.media-amazon.com/images/M/MV5BMTdkNGFiMWYtN2UzMi00OTBmLTg1YTctNGI4NGVmYTM1YmM1XkEyXkFqcGde,7.1,"$1,138,836"
tt0242653,The Matrix Revolutions,2003,"Action, Sci-Fi","Lana Wachowski, Lilly Wachowski","English, French",United States,https://m.media-amazon.com/images/M/MV5BNzNlZTZjMDctZjYwNi00NzljLWIwN2QtZWZmYmJiYzQ0MTk2XkEyXkFqcGde,6.8,"$139,313,948"
tt0242795,Come Undone,2000,"Drama, Romance",Sébastien Lifshitz,"French, English","France, Belgium",https://m.media-amazon.com/images/M/MV5BMTk3MTEyMDg0M15BMl5BanBnXkFtZTcwMzUxMzAyMQ@@._V1_SX300.jpg,6.7,"$326,484"
tt0242994,Va savoir,2001,"Comedy, Crime, Drama",Jacques Rivette,"French, Italian","France, Italy, Germany",https://m.media-amazon.com/images/M/MV5BZTkyMGU2ZTMtODcyOS00YTFjLTgwNjMtZDJhNDc0YTRhYWVmXkEyXkFqcGde,6.9,"$907,323"
tt0242998,Valentine,2001,"Horror, Mystery, Thriller",Jamie Blanks,"English, Cantonese","Canada, United States",https://m.media-amazon.com/images/M/MV5BZWQxM2JjNTktYWE4Ni00YmZiLWFlNDEtMWYzMmI4N2NhYjk4XkEyXkFqcGde,4.9,"$20,384,136"
tt0243017,Waking Life,2001,"Animation, Drama, Fantasy",Richard Linklater,English,United States,https://m.media-amazon.com/images/M/MV5BMWM0ZjY5ZjctODNkZi00Nzk0LWE1ODUtNGM4ZDUyMzUwMGYwXkEyXkFqcGde,7.8,"$2,901,447"
tt0243133,The Man Who Wasn't There,2001,"Crime, Drama",Joel Coen,"English, Italian, French","United States, United Kingdom",https://m.media-amazon.com/images/M/MV5BYjEwMGZkYTgtMTA5Ny00OWFhLTgzMWItYjhhMWUxYTIxNDgwXkEyXkFqcGde,7.5,"$7,504,257"
tt0243135,Le battement d'ailes du papillon,2000,"Comedy, Drama, Romance",Laurent Firode,"French, English",France,https://m.media-amazon.com/images/M/MV5BNTVhYjk1YjAtOTQ0Zi00YjljLWIwOTQtNzIzYjhiYjRlMTlhXkEyXkFqcGde,6.8,"$251,444"
tt0243155,Bridget Jones's Diary,2001,"Comedy, Drama, Romance",Sharon Maguire,English,"United Kingdom, France, United States",https://m.media-amazon.com/images/M/MV5BYjc3NjU1ZTEtNmNjNi00YzNiLWI3OWQtMTJmYTRkZDc1NDE2XkEyXkFqcGde,6.7,"$71,543,427"
tt0243255,Fat Girl,2001,Drama,Catherine Breillat,"French, Italian, English","France, Italy",https://m.media-amazon.com/images/M/MV5BODlhOWRmN2YtNTUzNS00NGFjLTlkNzAtMjk1NzFjZjU3N2ZhXkEyXkFqcGde,6.5,"$725,854"
tt0243415,Mercy Streets,2000,"Action, Drama, Crime",Jon Gunn,English,United States,https://m.media-amazon.com/images/M/MV5BNjIzNjI3ODAwN15BMl5BanBnXkFtZTcwMTY2Mjc0OQ@@._V1_SX300.jpg,5.3,"$173,599"
tt0243493,The Closet,2001,Comedy,Francis Veber,French,France,https://m.media-amazon.com/images/M/MV5BMGRmNzFhNWEtYTgxZS00Y2Q2LTg0MjAtMTdlYTFjNjUyMDRhXkEyXkFqcGde,7.0,"$6,678,894"
tt0243508,Pursuit of Happiness,2001,"Comedy, Romance",John Putch,English,United States,https://m.media-amazon.com/images/M/MV5BMTMzMDMzNjI5MV5BMl5BanBnXkFtZTcwMDYxNTAzMQ@@._V1_SX300.jpg,5.7,"$6,850"
tt0243585,Stuart Little 2,2002,"Animation, Adventure, Comedy",Rob Minkoff,English,United States,https://m.media-amazon.com/images/M/MV5BMTYyNDg0Njc2Nl5BMl5BanBnXkFtZTYwMDc3NzQ3._V1_SX300.jpg,5.5,"$64,956,806"
tt0243604,This Is Not an Exit: The Fictional World of Bret Easton Ellis,1999,Documentary,Gerald Fox,English,United Kingdom,https://m.media-amazon.com/images/M/MV5BMjEwMDc2Mjg2N15BMl5BanBnXkFtZTcwODgyMjEyMQ@@._V1_SX300.jpg,5.6,$869
tt0243655,Wet Hot American Summer,2001,"Comedy, Romance",David Wain,English,United States,https://m.media-amazon.com/images/M/MV5BZjdjYjlhNTctNDY0Yi00ZTM4LWE1MWItYWUzNmYwYWU0OTI4XkEyXkFqcGde,6.6,"$295,206"
tt0243736,40 Days and 40 Nights,2002,"Comedy, Romance",Michael Lehmann,English,"United Kingdom, United States",https://m.media-amazon.com/images/M/MV5BYjY1ZWYwM2MtNDk0YS00NjY5LWJiYzQtZjVmYmNlN2Y0MzVkXkEyXkFqcGde,5.6,"$37,950,822"
tt0243759,The American Astronaut,2001,"Musical, Comedy, Sci-Fi",Cory McAbee,English,United States,https://m.media-amazon.com/images/M/MV5BNDMzMTExOTIxOV5BMl5BanBnXkFtZTcwNTUwNzcyMQ@@._V1_SX300.jpg,7.0,"$38,170"
tt0243862,Italiensk for begyndere,2000,"Comedy, Drama, Romance",Lone Scherfig,"Danish, Italian, English","Denmark, Sweden",https://m.media-amazon.com/images/M/MV5BNjlhNjdlMjUtNzYwMC00MmRiLTg4MjAtYjY5NTFkNzc1NzMxXkEyXkFqcGde,7.1,"$4,544,753"
tt0243889,Yurîka,2000,Drama,Shinji Aoyama,Japanese,"Japan, France",https://m.media-amazon.com/images/M/MV5BMTU3MTg4OTIwOF5BMl5BanBnXkFtZTYwNzUxNzg4._V1_SX300.jpg,7.8,"$49,388"
tt0243927,Big Brother Trouble,2000,"Comedy, Family, Romance",Ralph E. Portillo,English,United States,https://m.media-amazon.com/images/M/MV5BMTc1NjgwOTM4MF5BMl5BanBnXkFtZTcwNDI2MDEyMQ@@._V1_SX300.jpg,4.6,"$500,976"
tt0244000,American Outlaws,2001,"Action, Western",Les Mayfield,English,United States,https://m.media-amazon.com/images/M/MV5BMTIwMTYxODAzMV5BMl5BanBnXkFtZTYwNTM3Nzc5._V1_SX300.jpg,6.0,"$13,342,790"
tt0244094,Never Again,2001,"Comedy, Romance",Eric Schaeffer,English,United States,https://m.media-amazon.com/images/M/MV5BMTgwMjA3MjAwNl5BMl5BanBnXkFtZTcwMjk0MDU1MQ@@._V1_SX300.jpg,6.2,"$307,631"
tt0244244,Swordfish,2001,"Action, Crime, Thriller",Dominic Sena,"English, German",United States,https://m.media-amazon.com/images/M/MV5BNzk5ZmQxMWYtM2QyNi00MTY3LTlmNjItYjUwODY3Y2YwOTIwXkEyXkFqcGde,6.5,"$69,772,969"
tt0244316,Yi Yi: A One and a Two...,2000,"Drama, Romance",Edward Yang,"Mandarin, Min Nan, Hokkien, English, Japanese, French","Taiwan, Japan",https://m.media-amazon.com/images/M/MV5BZDNkMGUyYzUtNjM0ZC00NDM2LWE5ZjEtMjliNzIxMmMzZThhXkEyXkFqcGde,8.2,"$1,136,776"
tt0244476,Cuba feliz,2000,"Documentary, Music",Karim Dridi,Spanish,"France, Cuba",https://m.media-amazon.com/images/M/MV5BMTIyMTg4ODE2OF5BMl5BanBnXkFtZTcwMjM5MzQyMQ@@._V1_SX300.jpg,6.7,"$22,071"
tt0244479,Dark Blue World,2001,"War, Drama, Action",Jan Sverák,"Czech, German, English, Slovak","Czech Republic, United Kingdom, Germany, Denmark, Italy, France, United States",https://m.media-amazon.com/images/M/MV5BODk0YjZlYjgtNTM2Mi00YzM0LTkzMTItOGI5YjYzZTg2Zjk3L2ltYWdlXkEy,7.2,"$258,771"
tt0244504,Eu Tu Eles,2000,"Comedy, Drama",Andrucha Waddington,Portuguese,Brazil,https://m.media-amazon.com/images/M/MV5BMTM0Mzk2MTU5N15BMl5BanBnXkFtZTYwMjg3MDc5._V1_SX300.jpg,7.0,"$323,923"
tt0244521,Funny Money,2006,Comedy,Leslie Greif,"English, Romanian","Germany, Romania, United States",https://m.media-amazon.com/images/M/MV5BOTY5ZGM0NzctOWFkNC00YjY4LWJjZDktNWY5MjJmZDA5MDk1XkEyXkFqcGde,5.2,"$2,844"
tt0244528,Hadh Kar Di Aapne,2000,"Comedy, Romance",Manoj Agrawal,Hindi,India,https://m.media-amazon.com/images/M/MV5BZjc3MDViYzMtOGE0NS00OWNmLWE4MzAtMjM0YTUxMGM1NDY2XkEyXkFqcGde,5.3,"$42,914"
tt0244709,Pavilion of Women,2001,"Drama, Romance, War",Ho Yim,"English, Mandarin","China, United States",https://m.media-amazon.com/images/M/MV5BMTgwODYyNjk0NV5BMl5BanBnXkFtZTcwMjEzODUyMQ@@._V1_SX300.jpg,5.8,"$36,992"
tt0244730,Prison Girls,1972,"Crime, Drama",Tom DeSimone,English,United States,https://m.media-amazon.com/images/M/MV5BNWMyZmRlZDgtN2Q0My00NDVhLTg1ZmItYTJmYzA1MDI1ODVjL2ltYWdlL2lt,3.9,"$487,852"
tt0244794,Only You,1999,"Romance, Drama",Ahathian,Hindi,India,https://m.media-amazon.com/images/M/MV5BOGNjZDY1ZmYtOTc4Ny00NDZlLWI4NzUtOWRlMDdiMjVkNDgxXkEyXkFqcGde,6.1,"$50,785"
tt0244970,Someone Like You...,2001,"Comedy, Romance",Tony Goldwyn,English,United States,https://m.media-amazon.com/images/M/MV5BNWIwMGYzOGYtMDY2Yy00NDk5LWI5MTItMDI2YzExMzI4ZDQ0XkEyXkFqcGde,6.1,"$27,343,067"
tt0245046,Charlotte Gray,2001,"Drama, Romance, Thriller",Gillian Armstrong,English,"United Kingdom, Australia, Germany",https://m.media-amazon.com/images/M/MV5BNDQ1MTgzNTk4NV5BMl5BanBnXkFtZTYwODA5MzM3._V1_SX300.jpg,6.4,"$741,394"
tt0245115,The Fluffer,2001,"Drama, Comedy, Romance","Richard Glatzer, Wash Westmoreland",English,United States,https://m.media-amazon.com/images/M/MV5BN2Q5MzFmYjgtMWM0OS00NjlhLTg3OTMtODA0NTMyMDU0NTdjXkEyXkFqcGde,5.6,"$563,373"
tt0245120,The Forsaken,2001,"Action, Horror, Thriller",J.S. Cardone,English,United States,https://m.media-amazon.com/images/M/MV5BOTRkMWQ4YTktMDIzMC00NWExLTg2MDEtOTMzY2M0NDY2NzBhXkEyXkFqcGde,5.3,"$7,288,451"
tt0245157,Zus & zo,2001,"Comedy, Fantasy, Romance",Paula van der Oest,"Dutch, English, French, Portuguese",Netherlands,https://m.media-amazon.com/images/M/MV5BMTIxMjQxMzExNl5BMl5BanBnXkFtZTcwMDAyMTcxMQ@@._V1_SX300.jpg,6.2,"$49,468"
tt0245171,Invincible,2001,"Drama, War",Werner Herzog,English,"United Kingdom, Germany, Ireland, United States",https://m.media-amazon.com/images/M/MV5BMTY3MDcxMzQ4MV5BMl5BanBnXkFtZTcwMzI2NzAwMQ@@._V1_SX300.jpg,6.4,"$81,954"
tt0245238,Lost and Delirious,2001,"Drama, Romance",Léa Pool,English,Canada,https://m.media-amazon.com/images/M/MV5BNjVhZDc5YjItNzU0OS00MGE4LTliNWYtYWFjOGEzNjkwY2ViXkEyXkFqcGde,6.9,"$307,233"
tt0245280,Michael Jordan to the Max,2000,"Documentary, Sport","Don Kempf, James D. Stern",English,United States,https://m.media-amazon.com/images/M/MV5BMTIyMDg2NTAyM15BMl5BanBnXkFtZTcwMzg3MDU1MQ@@._V1_SX300.jpg,7.4,"$18,650,521"
tt0245294,Moonlight,2002,Thriller,Paula van der Oest,"English, French","Netherlands, United Kingdom, Luxembourg, Germany",https://m.media-amazon.com/images/M/MV5BMTg1MjQxNjk3NV5BMl5BanBnXkFtZTcwNzU0NzQ0MQ@@._V1_SX300.jpg,6.1,"$51,570"
tt0245317,The Next Big Thing,2001,"Comedy, Romance, Drama",P.J. Posner,English,United States,https://m.media-amazon.com/images/M/MV5BYTUzM2YxMzMtN2UzZS00ODc1LWE4OTktNTcwNTRhYTlkYzk1XkEyXkFqcGde,5.8,"$14,600"
tt0245341,P.S. Your Cat Is Dead!,2002,Comedy,Steve Guttenberg,English,United States,https://m.media-amazon.com/images/M/MV5BOTQ3M2VjMjEtNTg5MC00MDYyLTk4YjMtMzIxZWFjMDE4ZGEzXkEyXkFqcGde,5.4,"$28,454"
tt0245407,Crush,2001,"Comedy, Drama, Romance",John McKay,"English, French","United Kingdom, Germany",https://m.media-amazon.com/images/M/MV5BMTk5MTQ0NjQ0OF5BMl5BanBnXkFtZTcwNDUwNDMyMQ@@._V1_SX300.jpg,5.8,"$1,084,935"
tt0245429,Spirited Away,2001,"Animation, Adventure, Family",Hayao Miyazaki,"Japanese, English",Japan,https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGde,8.6,"$13,750,644"
tt0245479,Just a Kiss,2002,"Comedy, Drama, Romance",Fisher Stevens,English,United States,https://m.media-amazon.com/images/M/MV5BMWVlZWIxYjAtNDhiZC00N2M4LTkxZjgtZmNhYmVjYWMyNjgwXkEyXkFqcGde,5.0,"$64,389"
tt0245562,Windtalkers,2002,"Action, Drama, War",John Woo,"English, Navajo, Japanese",United States,https://m.media-amazon.com/images/M/MV5BYWU3NmIzMmQtZjE2Mi00NDlkLWI2NDMtZWZmYjUxZWRiZDZiL2ltYWdlXkEy,6.1,"$40,914,068"
tt0245573,XX/XY,2002,"Drama, Romance",Austin Chick,English,United States,https://m.media-amazon.com/images/M/MV5BZDk0YTQ0M2QtNGJjNS00NmMyLWE0OTgtZTExMTUzNGI3MmIzXkEyXkFqcGde,5.9,"$104,130"
tt0245574,Y tu mamá también,2001,Drama,Alfonso Cuarón,Spanish,Mexico,https://m.media-amazon.com/images/M/MV5BNDhjMzc3ZTgtY2Y4MC00Y2U3LWFiMDctZGM3MmM4N2YzNDQ5XkEyXkFqcGde,7.6,"$13,839,658"
tt0245674,Thir13en Ghosts,2001,"Fantasy, Horror",Steve Beck,English,"United States, Canada",https://m.media-amazon.com/images/M/MV5BOTlmNzY5YzgtOTBhYS00NDBlLWJhMTYtMzZmNjI4ODVkYmM4XkEyXkFqcGde,5.6,"$41,867,960"
tt0245686,Joe Dirt,2001,"Adventure, Comedy, Drama",Dennie Gordon,English,United States,https://m.media-amazon.com/images/M/MV5BMTE5NDgxNzU1MV5BMl5BanBnXkFtZTYwODQ4ODE3._V1_SX300.jpg,6.0,"$27,087,695"
tt0245712,Amores perros,2000,"Drama, Thriller",Alejandro G. Iñárritu,Spanish,Mexico,https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGde,8.1,"$5,408,467"
